urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
دماغ,Dimagh,दिमाग़,Brain,मस्तिष्क,Noun,Persian,"Brain or mind. It refers to the organ inside the skull responsible for thought, memory, and reasoning.",Uske tez dimagh ne har mushkil ka hal nikal diya aur sab log uske aqlmandi ki tareef karte hain.
دیوانگی,Diwaangi,दिवांगी,Madness,उन्माद,Noun,Arabic,Madness or obsession. It signifies an extreme or irrational passion or fixation.,"Uski diwaangi ne uske kaam ko kamiyabi di, kyunki usne apna har pal usi kaam mein lagaya."
 دو نیم,Do-niim,दो-नीम ,Two halves,द्वयंश,Noun,Persian,Dual or double. It refers to something that is twofold or occurring in pairs.,"Usne apne dil ko do-niim kar diya apni mohabbat aur zimmedari ke darmiyan, aur ab woh khud ko samajh nahi pa raha."
دوستی,Dosti,दोस्ती,Friendship,मित्रता,Noun,Persian,Friendship. It denotes a close and trusting relationship between friends.,"Dosti ka rishta hamesha imandari aur wafa se bandha hota hai, jo kabhi tootne nahi chahiye."
دنیا,Duniya,दुनिया,World,जगत,Noun,Persian,"World or universe. It refers to the entire physical or material universe, often used to mean the Earth or life in general.","Duniya ki har cheez faani hai, lekin humare ache kaam hamesha yaad rehte hain."
دشوار,Dushwaar,दुश्वार,Difficult,कठिन,Adjective,Persian,Difficult or hard. It describes something that is challenging or demanding.,"Yeh raasta bohot dushwaar hai, lekin agar hosla mat haaro to har mushkil aasan ho jati hai."
اعتماد,e'timaad,ए'तिमाद,Trust,विश्वास,Noun,Persian,"Trust or confidence. It signifies belief in the reliability, truth, or ability of someone or something.","Tumhara e'timaad hi meri taaqat hai, kyunki mujhe maloom hai ke tum hamesha mere saath ho."
ایماندار,Eemaandar,ईमानदार,Honest,निष्ठावान,Adjective,Persian,"Honest or sincere. It describes someone who is trustworthy, reliable, and acts with integrity.","Eemaandar insaan hamesha izzat paata hai, aur log uski imandari ki misaal dete hain."
اہمیت,Ehmiyat,एहमियत,Importance,महत्व,Noun,Arabic,Importance or significance. It denotes the quality of being important or having value.,"Har choti cheez ki apni ek ehmiyat hoti hai, aur humein kisi bhi cheez ko nazar andaz nahi karna chahiye."
احسان,Ehsaan,एहसान,Favor,अनुग्रह,Noun,Arabic,Favor or kindness. It refers to an act of goodwill or benevolence towards someone.,"Tumhara yeh ehsaan kabhi nahi bhoolunga, kyunki tumne mushkil waqt mein meri madad ki."
احساس,Ehsaas,एहसास,Feeling,भावना,Noun,Arabic,"Feeling or sensation. It signifies the awareness or perception of something, often emotional or physical.","Uske dard ka ehsaas mujhe bhi rula gaya, kyunki usne apna dukh kabhi kisi se bayan nahi kiya."
احترام,Ehtiraam,एहतिराम,Respect,सम्मान,Noun,Arabic,Respect or reverence. It denotes admiration or honor shown towards someone or something.,"Har bara insaan ehtiraam ke laayak hota hai, aur humein hamesha unki izzat karni chahiye."
احتیاط,Ehtiyaat,एहतियात,Caution,सावधानी,Noun,Arabic,Caution or precaution. It refers to carefulness or prudence in actions or decisions.,"Safar mein ehtiyaat se kaam lena zaroori hai, taake koi haadsa na ho aur sab log mehfooz rahein."
فائق,Faa-iq,फा-इक़,Superior,उत्कृष्ट,Adjective,Arabic,Excellent or distinguished. It describes someone or something that is outstanding or superior.,"Uski salahiyat sab pe faiq hai, aur usne har kaam mein apni mehnet se kamiyabi hasil ki hai."
فخر,Fakhr,फख्र,Pride,गर्व,Noun,Arabic,Pride or honor. It signifies a feeling of satisfaction or fulfillment derived from one's achievements or qualities.,"Mujhe apne mulk par fakhr hai, kyunki yahaan ke log hamesha ek doosre ke saath khade rehte hain."
فلک,Falaq,फलक,Sky,आकाश,Noun,Arabic,"Sky or heavens. It refers to the celestial expanse above, often associated with the universe or cosmos.","Falaq ki bulandi ko chhoo kar bhi woh zameen se juda nahi hua, aur apne asal ko kab"
فلسفہ,Falsafa,फ़लसफ़ा,Philosophy,दर्शन,Noun,Arabic,Philosophy. It denotes the study or pursuit of wisdom and knowledge through rational inquiry.,Uska falsafa zindagi ke bare mein bohot gehra tha; har baat ko samajhne aur jaanchne ke liye woh ghum ho jata.
فنا,Fanaa,फ़ना,Destruction,विनाश,Noun,Arabic,Annihilation or extinction. It refers to the concept of spiritual extinction or merging with the divine in Sufi philosophy.,"Mohabbat mein sab kuch fanaa ho jata hai, insaan apni hasti ko bhi khatam kar deta hai apne mehboob ke liye."
فقط,Faqat,फ़क़त,Only,एकमात्र,Adverb,Arabic,"Only or solely. It signifies exclusivity or singularity, emphasizing something that exists or happens without anything else.","Tumhari mohabbat hi mere jeene ki wajah hai, faqat tumhare bina meri zindagi adhoori hai."
فردا,Farda,फ़रदा,Tomorrow,कल,Noun,Persian,Tomorrow or future. It refers to the coming day or time that is yet to come.,"Farda ke khwab dekhte hue, hum aaj ko bhool jaate hain aur yeh samajhte hain ke aane wala din humesha behtar hoga."
فرشتہ,Farishta,फ़रिश्ता,Angel, देवता,Noun,Persian,Angel or celestial being. It denotes a supernatural being believed to act as a messenger or servant of God.,"Woh insaan nahi farishta hai, jo bina kisi swaarth ke doosron ki madad karta hai aur unki mushkilein door karta hai."
فریاد,Fariyad,फ़रयाद,Appeal,पुकार,Noun,Persian,This word is often used in poetry and literature to express a heartfelt cry or plea.,"Uski fariyad sun kar, lagta tha jaise uska dard meri rooh tak pohoch gaya ho aur uski har baat meri apni lagti thi."
فرمان,Farmaan,फ़रमान,Command,आदेश,Noun,Persian,Command or order. It denotes an authoritative directive or instruction.,"Raja ka farmaan sun kar sab log izzat se sir jhuka lete hain, kyunki unka har shabd kanoon ki tarah hota hai."
فروغ,Farogh,फ़रोग़,Prosperity,समृद्धि,Noun,Persian,"Flourishing or prosperity. It signifies growth, advancement, or the state of being prosperous.","Ilm aur taleem ka farogh ek samajh ko uchaayiyon tak le jaa sakta hai, jahan andheron ko roshni mein badal diya jata hai."
فہرست,Fehrist,फ़हरिस्त,List,सूची,Noun,Persian,"List or index. It refers to a catalog or enumeration of items, often arranged systematically.","Usne apni pasandida kitaabon ki ek lambi fehrist bana rakhi hai, jo hamesha uske saath rehti hai aur use nayi duniyaon mein le jaati hai."
فردوس,Firdous,फ़िरदौस,Paradise,स्वर्ग,Noun,Persian,"Paradise or heaven. It signifies a garden or paradise in Islamic belief, symbolizing ultimate bliss.",Firdous ka tasavvur hi itna khoobsurat hai ke insaan apne saare dukh aur gham bhool jata hai.
فتور,Fitoor,फ़ितूर,Madness,उन्माद ,Noun,Arabic,"Madness or frenzy. It denotes a state of extreme passion, enthusiasm, or irrational behavior.","Uska fitoor hi tha jo use apne maqsood tak le gaya, warna koi aam insaan itni mushkilein nahi jhel sakta."
فضا,Fiza,फ़िज़ा,Atmosphere,वातावरण,Noun,Arabic,Atmosphere or environment. It refers to the air or ambiance surrounding a place or situation.,"Garamiyon ki fiza mein, thandi hawa ka jhonka sabko sukoon aur rahat deta hai."
غیر,Gair,ग़ैर,Stranger,अनजान,Noun,Arabic,Other or different. It denotes something or someone that is not the same or distinct.,"Har gair ko apna samajhne ka junoon mujhe le dooba, kyunki har shakhs apni apni dunia mein kho gaya."
غلط فہمی,Galat Fehmi,ग़लत फ़हमी,Misunderstanding,भ्रांति,Noun,Persian,Misunderstanding or misconception. It refers to a mistaken belief or interpretation.,"Tumhari galat fehmi ne humein alag kar diya, warna humari dosti hamesha ke liye mazboot rehti."
گردش,Gardish,ग़र्दिश,Rotation,घूमाव,Noun,Persian,"Revolution or rotation. It signifies the act of turning or rotating, often metaphorically used for changes or upheavals.",Zindagi ki gardishon ne mujhe majboor kar diya ke main apne faisle par dobara sochun.
گرج,Garj,ग़र्ज,Thunder,गरज,Noun,Persian,"Thunder. It refers to the loud, rumbling sound produced by lightning in the sky.","Aasman ki garj aur bijli ki chamak ne raat ko roshan kar diya, aur sabko ek pal ke liye rukne par majboor kar diya."
گوہر,Gauhar,ग़ौहर,Jewel,मणि,Noun,Persian,Jewel or gem. It denotes a precious stone or valuable ornament.,"Uski baaton mein aisa gauhar tha, ke har shakhs uski baat sun kar uska deewana ho jata tha."
گہرائی,Gehraayi,गेहराई,Depth,गहनता,Noun,Persian,Depth or profundity. It refers to the extent or measure of being deep or profound.,"Samandar ki gehraayi jitni hai, utni hi gehraayi mere dil ke raaz mein chhupi hui hai."
غفلت,Gaflat,ग़फ़लत,Negligence,लापरवाही,Noun,Persian,Negligence or heedlessness. It denotes a state of being unaware or inattentive.,"Tumhari gaflat hi tumhari har mushkil ka sabab hai, agar tum thoda dhyaan dete to sab kuch behtar hota."
غیرت,Gayrat,ग़ैरत,Honor,सम्मान,Noun,Persian,"Honor or dignity. It refers to a sense of pride, honor, or self-respect.","Insaan ki ghayrat uski pehchaan hoti hai, jo use mushkilon se ladhne ki taaqat deti hai."
غصہ,Ghussaa,ग़ुस्सा,Anger,क्रोध ,Noun,Arabic,Anger or rage. It signifies a strong feeling of displeasure or hostility.,"Tumhara ghussaa hamesha bekaar hai, kyunki isse tumhari sehat aur dosti dono hi khatam ho sakti hain."
گریبان,Girebaan,गिरेबान,Collar,गला,Noun,Persian,"Bosom or heart. It refers to the innermost part or core of something, often used metaphorically for secrets or emotions.","Mushkilon ne jab mujhe girebaan se pakda, tab mujhe apni himmat aur hausle ka ahsas hua."
گوش,Gosh,गोश,Ear, कर्ण,Noun,Persian,Ear. It refers to the organ of hearing located on the side of the head.,"Tumhare kaan mein jo raaz kaha, usse kisi aur ko mat batana, kyunki yeh sirf hamara mamla hai."
گوشوارہ,Goshwarah,गोश्वरा,Earring,कर्ण आभूषण ,Noun,Persian,it refers to ornaments or jewelry worn on the ears.,Uske kan mein pehne huye goshvaara uski khoobsurati ko aur bhi badha rahe the.
گفتگو,Guftugu,गुफ़्तगू,Conversation,वार्तालाप,Noun,Persian,Conversation or dialogue. It refers to the exchange of words or ideas between two or more people.,Tumhare saath ki guftugu se mujhe hamesha nayi rahein aur nayi soch milti hai.
گل,Gul,गुल,Flower,फूल,Noun,Persian,"Flower. It signifies a blossom or bloom, often used symbolically for beauty or freshness.",Gul ki khushboo se mehka hua bagh mujhe mere bachpan ki yaad dilata hai.
 گلزار,Gul-azaar,गुल-आज़ार,Garden,उद्यान,Noun,Persian,Garden or orchard. It refers to a cultivated area where flowers or fruits are grown.,"Uska dil gul-azaar ki tarah tha, jahan har waqt khushboo aur khushiyan basti thi."
گلاب,Gulaab,गुलाब,Rose,गुलाब,Noun,Persian,Rose. It denotes a type of flowering plant known for its fragrant and colorful blossoms.,Gulaab ke phoolon ki khushboo se poora kamra mehka gaya aur sab log khush ho gaye.
گل بہار,Gulbahar,गुलबहार,Spring,वसंत,Noun,Persian,Spring season or bloom of flowers. It signifies the time of year when flowers are in full bloom.,"Uski muskurahat gulbahar ki tarah thi, jo har kisiko apni taraf kheench leti thi."
گلشن,Gulshan,गुलशन,Garden,उद्यान,Noun,Persian,"Garden or grove. It refers to a cultivated area of land where plants, especially flowers, are grown.","Gulshan mein har rang aur khushboo ka jadoo tha, jahan har koi apne dukh bhool jata."
گناہ,Gunah,गुनाह,Sin,पाप,Noun,Arabic,Sin or wrongdoing. It denotes an act that is considered morally or religiously wrong.,"Har insaan se gunah hota hai, lekin jo apne gunahon ko manta hai, wahi asal insaaniyat hai."
گزارش,Guzaarish,गुज़ारिश,Request,अनुरोध,Noun,Persian,Request or appeal. It signifies a formal request or plea for something.,Meri guzaarish hai ke tum apne faisle par dobara gaur karo aur sahi raasta apnao.
حاکم,Haakim,हाकिम,Ruler,शासक,Noun,Arabic,Ruler or governor. It denotes a person who exercises authority or governance.,Usne apni haakimiyat se sab par apni chhaap chhod di aur sab uske jaano-nisaar ban gaye.
حیرت,Hairat,हैरत,Surprise,आश्चर्य,Noun,Arabic,Wonder or amazement. It refers to a feeling of surprise or astonishment.,"Tumhari baat sun kar mujhe bohot hairat hui, kyunki mujhe aisa ummeed nahi thi."
حیثیت,Haiseeyat,हैसीयत,Status,स्थिति,Noun,Arabic,Status or condition. It denotes the state or condition in which someone or something exists.,"Uski haiseeyat ne use har jagah izzat aur manzilat dilayi, aur sab uski misaal dete hain."
